input,actual_output,expected_output,retrieval_context
Which is the source animal for the MERS-COV?,"Based on the provided passages, the source animal for MERS-CoV is not definitively identified, but dromedary camels are suspected to be the primary reservoir of the virus. MERS-CoV sequences have been found in many dromedary camels, and the virus is enzootic in camels across the Arabian Peninsula and parts of Africa, causing mild upper respiratory tract illness. While bats may host ancestral representatives of MERS-CoV, there is no conclusive evidence supporting bats as a source for human infections by MERS-CoV.",The source animal for MERS-CoV is the dromedary camel (DC).,"['Title: MERS coronavirus: diagnostics, epidemiology and transmission\nPassage: Since this study, a host of peer-reviewed reports have looked at both DCs and other animals, and the possibility that they may host MERS-CoV infection. Seropositive DCs have been found throughout the Arabian Peninsula including Oman, the KSA, Qatar, Jordan, the United Arab Emirates , Kuwait as well as Sudan, Somalia, Egypt, Tunisia, Nigeria, Kenya and Ethiopia in Africa and the Canary Islands . Other animals tested include sheep, cows, pigs, horses, donkeys, mules, birds, water buffalo, goats, Bactrian camels, llamas and guanaco but none had detectable neutralising antibody against MERS-CoV . No virology or serology studies of human samples', 'Title: MERS coronavirus: diagnostics, epidemiology and transmission\nPassage: Abstract: The first known cases of Middle East respiratory syndrome , associated with infection by a novel coronavirus , occurred in 2012 in Jordan but were reported retrospectively. The case first to be publicly reported was from Jeddah, in the Kingdom of Saudi Arabia . Since then, MERS-CoV sequences have been found in a bat and in many dromedary camels . MERS-CoV is enzootic in DC across the Arabian Peninsula and in parts of Africa, causing mild upper respiratory tract illness in its camel reservoir and sporadic, but relatively rare human infections. Precisely how virus transmits to humans remains unknown', 'Title: MERS coronavirus: diagnostics, epidemiology and transmission\nPassage: Abstract: The first known cases of Middle East respiratory syndrome , associated with infection by a novel coronavirus , occurred in 2012 in Jordan but were reported retrospectively. The case first to be publicly reported was from Jeddah, in the Kingdom of Saudi Arabia . Since then, MERS-CoV sequences have been found in a bat and in many dromedary camels . MERS-CoV is enzootic in DC across the Arabian Peninsula and in parts of Africa, causing mild upper respiratory tract illness in its camel reservoir and sporadic, but relatively rare human infections. Precisely how virus transmits to humans remains unknown', 'Title: MERS coronavirus: diagnostics, epidemiology and transmission\nPassage: The possibility that bats were an animal host of MERS-CoV was initially widely discussed because of the existing diversity of coronaviruses known to reside among them . Conclusive evidence supporting bats as a source for human infections by MERS-CoV has yet to be found, but bats do appear to host ancestral representatives . However, these are not variants of the same virus nor always within the same phylogenetic lineage as MERS-CoV; they are each a genetically distinct virus. Bat-to-human infection by MERS-CoV is a purely speculative event. The only piece of MERS-CoV-specific evidence pointing to bats originates from amplification of', 'Title: Infection, Replication, and Transmission of Middle East Respiratory Syndrome Coronavirus in Alpacas\nPassage: A major question related to the pathogenesis of MERS-CoV infection in camels, and of great relevance to vaccination strategies, is whether animals that have been infected are resistant to reinfection and virus shedding and, if so, for how long. Our experimentally infected animals were completely protected against rechallenge 70 days later, which suggests that sterilizing immunity can be achieved. However, the animals that were infected through contact shed infectious virus after reinfection, albeit at much lower levels than infected control animals .']"
What are some non-pharmaceutical interventions?,"According to the passages, some non-pharmaceutical interventions include community or home quarantine, closing schools, prohibition of public gatherings, as well as behaviour change messages regarding washing hands often and covering your cough and sneeze. Additionally, closing public markets may also be considered a non-pharmaceutical intervention. These measures aim to reduce the spread of disease during a pandemic.","Some non-pharmaceutical interventions mentioned in the context include use of face masks, improved hand hygiene, cough etiquette, social distancing measures, travel restrictions, and intensive counselling on proper use of hygiene aids.","['Title: Respiratory Viral Infections in Exacerbation of Chronic Airway Inflammatory Diseases: Novel Mechanisms and Insights From the Upper Airway Epithelium\nPassage: effective management of chronic inflammatory diseases.', 'Title: A multidimensional classification of public health activity in Australia\nPassage: Factors that influence health status and determine health differentials or health inequalities. They include, for example, natural, biological factors, such as age, sex and ethnicity; behaviour and lifestyles, such as smoking, alcohol consumption, diet and physical activity; physical and social factors, including employment and education, housing quality, the workplace and the wider urban and rural environment; and access to health care .', 'Title: Estimating the number of infections and the impact of non-\nPassage: study have implemented all major non-pharmaceutical interventions.', 'Title: Estimating the number of infections and the impact of non-\nPassage: study have implemented all major non-pharmaceutical interventions.', 'Title: Existing health inequalities in India: informing preparedness planning for an influenza pandemic\nPassage: Policies for those at greater risk of exposure and unable to social distance During a pandemic, non-pharmaceutical interventions include community or home quarantine, closing schools, prohibition of public gatherings, as well as behaviour change messages regarding washing hands often and covering your cough and sneeze. Yet the unequal capabilities of different communities to adhere to such measures are not acknowledged. For example, the pandemic plan of India fails to acknowledge the potential inefficacy of closing schools in reducing the spread of disease among the urban poor living in crowded environments. Similarly, whereas public markets may need to be closed to']"
"When did the White House launch the ""15 Days to Slow the Spread"" program?","According to the passage, the White House launched the ""15 Days to Slow the Spread"" program on March 16, 2020.","The White House launched the ""15 Days to Slow the Spread"" program on March 16.","['Title: CDC Summary 21 MAR 2020,\nPassage: On March 16, the White House announced a program called “15 Days to Slow the Spread,”pdf iconexternal icon which is a nationwide effort to slow the spread of COVID-19 through the implementation of social distancing at all levels of society.', ""Title: Managing emerging transnational public health security threats: lessons learned from the 2014 West African Ebola outbreak\nPassage: The response by the US arguably began in March 2014 when CDC deployed personnel to investigate Ebola cases in Guinea, and further on July 9, 2014 with the activation of CDC's Emergency Operations Center. However, because EVD was largely out of the public's eye until the fall of 2014, its response was similarly delayed. That is, the peak number of EVD cases in Liberia was September 21, 2014; one week after President Obama's announcement to commit 3000 troops and provide additional aid to the Ebola response effort and one month after WHO declared it a public health emergency of international"", 'Title: School closures during the 2009 influenza pandemic: national and local experiences\nPassage: In the early phase of the pandemic, HK implemented aggressive strategies to attempt to contain and later on to mitigate the spread the virus. Once the first case due to indigenous transmission was confirmed on 10 June 2009, they moved from a ""containment phase"" to a ""mitigation phase"" designed to relieve disease burden and mortality, primarily based on NPI . The mitigation phase included: public health campaigns , medical resource mobilization, opening of eight designated fever clinics , and antiviral treatment of confirmed cases. In addition, there was an immediate proactive closure of kindergarten/primary schools for at least 2 weeks', 'Title: Estimating the number of infections and the impact of non-\nPassage: recent trends in deaths in several countries, where the rate of increase had clearly slowed .', 'Title: Estimating the number of infections and the impact of non-\nPassage: lag in observing the effect of interventions on deaths since there is a 2-3-week period between']"
What is the most common subgroup of HMPV?,"The text does not explicitly mention the most common subgroup of HMPV. However, it does mention that the length of the F-M2 intergenic region was different between group A and B viruses, suggesting that there are at least two subgroups of HMPV, namely group A and group B.",The most common subgroup of HMPV is subgroup A2.,"['Title: Whole genome sequencing and phylogenetic analysis of human metapneumovirus strains from Kenya and Zambia\nPassage: For the 143 HMPV genomes, we checked sequence conservation at transcriptional control regions, at the termini of each gene, as well as the lengths of intergenic sequences between gene boundaries. The length of the F-M2 intergenic region was different between group A and B viruses, that is, 13 nt and 2 nt, respectively. The SH-G and G-L intergenic regions were the longest, up to 125 nt and to 190 nt, respectively. Consensus nucleotides at the putative start and end regions flanking the ORF of the viral genes are shown in Fig. 1 . The gene-start and -end regions of N', 'Title: Hantaviruses in the Americas and Their Role as Emerging Pathogens\nPassage: ratios, for the most common viral serotypes, between 30% and 40%. Habitat disturbance and larger-scale ecological disturbances, perhaps including climate change, are among the factors that may have increased the human caseload of HCPS between 1993 and the present. We consider here the features that influence the structure of host population dynamics that may lead to viral outbreaks, as well as the macromolecular determinants of hantaviruses that have been regarded as having potential contribution to pathogenicity.', 'Title: Whole genome sequencing and phylogenetic analysis of human metapneumovirus strains from Kenya and Zambia\nPassage: HMPV is reported to have an important contribution to acute respiratory infections in Africa. For instance, HMPV-associated hospitalization was estimated at 6.5 per 1000 person years in infants in Soweto, South Africa ; at 4% in hospitalized children with severe ARI during a 2-year period in Cameroon ; and in rural western Kenya, incidence of HMPV associated with ARI cases in outpatient clinic visits was estimated at 0.43 per 100 person-years among outpatients . In Kilifi coastal Kenya, between January 2007 to December 2011, children under 6 months of age accounted for 44% of HMPV positive cases, while 74% were', 'Title: Molecular Analysis of Human Metapneumovirus Detected in Patients with Lower Respiratory Tract Infection in Upper Egypt\nPassage: Human metapneumovirus is an enveloped, singlestranded negative-sense RNA virus that has been classified in the Metapneumovirus genus of the Paramyxovirus family and it is most closely related to respiratory syncytial virus . The genetic profile of the virus consists of 13,350 nucleotides, comprising the nucleoprotein , phosphoprotein , matrix protein , fusion protein , matrix proteins , small hydrophobic protein , glycoprotein , and RNA-dependent RNA polymerase . The fusion and attachment proteins are the major HMPV surface glycoproteins. The HMPV F gene codes for a class 1 viral fusion protein that mediates virus entry through both attachment and fusion', 'Title: Evidence of Recombination and Genetic Diversity in Human Rhinoviruses in Children with Acute Respiratory Infection\nPassage: HRV-Ca strains. Kiang et al. have identified five novel HRVs out of 24 clinical samples , which segregated from HRV-A and HRV-B, and were classified as HRV-C, and three additional strains that also clustered with QPM, C024, C025, C026, NAT001 and NAT045 . However, the field HRV strains of these previous studies were sequenced using a 59UTR that did not match fully our sequence and that of Lee et al. , and could not be included in the present study for comparative analysis. Interestingly, the five strains identified in California in 2007 and N42 and N45 from our study were']"
Why do low levels of DC-SIGNR enhance Mother to Child Transmission of HIV-1?,"According to the passage, reduced expression of DC-SIGNR, particularly the membrane-bound isoforms, on placental capillary endothelial cells might favor HIV-1 binding to CCR5 receptor, instead of DC-SIGNR receptor, facilitating the migration of maternal HIV-1-infected cells across the placental barrier, resulting in mother-to-child transmission of HIV-1. This is because DC-SIGNR normally binds to HIV-1, preventing it from binding to the CCR5 receptor, which is necessary for transmission. With low levels of DC-SIGNR, HIV-1 is more likely to bind to CCR5, allowing it to cross the placental barrier and infect the child.","Low levels of DC-SIGNR enhance Mother to Child Transmission of HIV-1 because reduced expression of DC-SIGNR on placental capillary endothelial cells might favor HIV-1 binding to the CCR5 receptor instead of the DC-SIGNR receptor, facilitating the migration of maternal HIV-1-infected cells across the placental barrier. This results in intrauterine transmission of HIV-1.","['Title: Functional Genetic Variants in DC-SIGNR Are Associated with Mother-to-Child Transmission of HIV-1\nPassage: on endothelial cells compromises BBB integrity and enhances monocytes adhesion and transmigration across the BBB . It is thus possible that reduced expression of DC-SIGNR, particularly the membranebound isoforms, on placental capillary endothelial cells might favour HIV-1 binding to CCR5 receptor, instead of DC-SIGNR receptor, facilitating the migration of maternal HIV-1-infected cells across the placental barrier resulting in IU transmission of HIV-1.', 'Title: Inhibiting the Ins and Outs of HIV Replication: Cell-Intrinsic Antiretroviral Restrictions at the Plasma Membrane\nPassage: The use of CCR5 appears to be essential for sexual transmission of HIV-1. Viruses that use CCR5 alone , or more rarely CCR5 and CXCR4 ], predominate in early infection . Individuals homozygous for a 32 base pair deletion in CCR5 that disrupts its expression are largely HIV-1 resistant . X4-using viruses tend to arise later in infection in some, but not all, individuals, and are associated with more rapid progression to AIDS. Whilst they can be transmitted by intravenous drug-use/transfusion, it is not clear why X4 viruses are almost never transmitted sexually given that target CD4+ T cells in', ""Title: Nucleolar Protein Trafficking in Response to HIV-1 Tat: Rewiring the Nucleolus\nPassage: The host-virus interface is a fundamental aspect in defining the molecular pathogenesis of HIV-1 . Indeed, with its limited repertoire of viral proteins, HIV-1 relies extensively on the host cell machinery for its replication. Several recent studies have capitalized on the recent advances in the ''OMICS'' technologies, and have revealed important insights into this finely tuned molecular dialogue . HIV-1 Tat is essential for viral replication and orchestrates HIV-1 gene expression. The viral regulatory protein is known to interact with an extensive array of cellular proteins and to modulate cellular gene expression and signaling pathway . We and others have"", ""Title: Improved Pharmacological and Structural Properties of HIV Fusion Inhibitor AP3 over Enfuvirtide: Highlighting Advantages of Artificial Peptide Strategy\nPassage: the present study showed significant decrease of anti-HIV-1 activity in the presence of patients' sera. Instead, the antiviral activity of AP3 increased in the presence of antisera from HIV-1-infected patients , suggesting that anti-HIV-1 antibodies actually enhanced the anti-HIV-1 activity of AP3, possibly because the binding of the antibodies to some sites in gp120 or gp41 promote the interaction of AP3 with viral gp41 NHR region."", 'Title: Functional Genetic Variants in DC-SIGNR Are Associated with Mother-to-Child Transmission of HIV-1\nPassage: Text: Without specific interventions, the rate of HIV-1 mother-tochild transmission is approximately 15-45% . UNAIDS estimates that last year alone, more than 400,000 children were infected worldwide, mostly through MTCT and 90% of them lived in sub-Saharan Africa. In the most heavilyaffected countries, such as Zimbabwe, HIV-1 is responsible for one third of all deaths among children under the age of five. MTCT of HIV-1 can occur during pregnancy , delivery or breastfeeding . High maternal viral load, low CD4 cells count, vaginal delivery, low gestational age have all been identified as independent factors associated with MTCT of HIV-1 .']"
What proportion of healthcare workers reported symptoms of anxiety?,"The passage does not provide a specific proportion of healthcare workers who reported symptoms of anxiety. However, it mentions that a considerable proportion of participants reported symptoms of anxiety, and that women, frontline healthcare workers, and those working in Wuhan, China, reported more severe degrees of anxiety symptoms than other healthcare workers.","A considerable proportion of participants reported symptoms of anxiety, with women reporting more severe degrees of symptoms than men.","['Title: Factors Associated With Mental Health Outcomes Among Health Care Workers Exposed to Coronavirus Disease 2019\nPassage: care workers. A considerable proportion of participants reported symptoms of depression ), anxiety ), insomnia ), and distress ). Nurses, women, frontline health care workers, and those working in Wuhan, China, reported more severe degrees of all measurements of mental health symptoms than other health care workers Patient Health Questionnaire scores among physicians vs nurses: 4.0 vs 5.0 ; P = .007; median Generalized Anxiety Disorder scale scores among men vs women: 2.0 vs 4.0 ; P < .001; median Insomnia Severity Index scores among frontline vs second-line workers: 6.0 vs 4.0 ; P < .001; median Impact of Event', 'Title: CDC Summary 21 MAR 2020,\nPassage: Healthcare workers caring for patients with COVID-19 are at elevated risk of exposure.', ""Title: Participant retention practices in longitudinal clinical research studies with high retention rates\nPassage: Of the 19 participating studies, 13 were prospective cohort studies, 5 were RCTs, and 1 was a quasiexperimental study . Included studies had diverse patient populations, including victims of intimate partner violence, persons living with human immunodeficiency virus and acquired immunodeficiency syndrome , survivors of critical illness and other serious illnesses. The target sample size for studies ranged from 255-10,000. Actual sample recruitment at the time of interview ranged from 205 for the Community Aging in Place -Advancing Better Living for Elders study with older adults aging in place to 2528 for the Alzheimer's Disease Anti-Inflammatory Prevention Trial . Though"", 'Title: Exploring the psychological health of emergency dispatch centre operatives: a systematic review and narrative synthesis\nPassage: More positively, in one study, self-efficacy was highlighted as being important in helping reduce stress. Operatives who believed they were capable of coping, felt better able to deal with stressors, and experienced greater wellbeing .', 'Title: Demographic Variations of MERS-CoV Infection among Suspected and Confirmed Cases: An Epidemiological Analysis of Laboratory-Based Data from Riyadh Regional Laboratory\nPassage: Among confirmed cases, only 25.2% were healthcare workers, whereas around 75% were non-healthcare workers.']"
Which medical comorbidities most profoundly influenced MERS-CoV outcomes?,"According to the passages, the medical comorbidities that most profoundly influenced MERS-CoV outcomes are chronic lung disease, diabetes, and renal failure. These pre-existing medical conditions, along with weakened immune systems, are associated with a higher risk of severe disease and fatal outcomes. Older males with these comorbidities are particularly susceptible to severe disease and death. Additionally, heart disease and blood disorders are also mentioned as comorbidities that increase the risk of severe viral pneumonia.","Pre-existing medical conditions like chronic lung disease, diabetes, renal failure, and weakened immune systems most profoundly influenced MERS-CoV outcomes.","['Title: Potential Maternal and Infant Outcomes from (Wuhan) Coronavirus 2019-nCoV Infecting Pregnant Women: Lessons from SARS, MERS, and Other Human Coronavirus Infections\nPassage: immunocompromised patients and people with underlying comorbidities . The overall CFR of MERS is approximately 34.4% . Most fatalities have been associated with pre-existing medical conditions like chronic lung disease, diabetes, and renal failure, as well as weakened immune systems , making such individuals high risk. As a result of the immunological changes that occur during pregnancy, women who are pregnant are included in this high-risk group. Pregnant women may develop severe disease and fatal maternal and/or fetal outcomes as a result of MERS-CoV infection; however, little is known of the pathophysiology of this infection during pregnancy.', 'Title: Human metapneumovirus as cause of severe community-acquired pneumonia in adults: insights from a ten-year molecular and epidemiological analysis\nPassage: immunosuppression, specific comorbidities-chronic lung disease, heart disease, blood disorders-elderly and living in long-term care facilities are associated with a higher risk of severe viral pneumonia . Nevertheless, recent studies suggest that hMPV infection is an underappreciated cause of critical illness, also in previously healthy patients .', 'Title: MERS coronavirus: diagnostics, epidemiology and transmission\nPassage: MERS and SARS have some clinical similarities but they also diverge significantly . Defining characteristics include the higher PFC among MERS cases and the higher association between fatal MERS and older males with underlying comorbidities. For the viruses, MERS-CoV has a broader tropism, grows more rapidly in vitro, more rapidly induces cytopathogenic change, triggers distinct transcriptional responses, makes use of a different receptor, induces a more proinflammatory state and has a delayed innate antiviral response compared to SARS-CoV.', 'Title: MERS coronavirus: diagnostics, epidemiology and transmission\nPassage: In humans, overt disease was given the name Middle East respiratory syndrome, with the acronym MERS. From intermittent animal-to-human spill-over events, the MERS-CoV spreads sporadically among people, causing more severe disease among older adults, especially males, with pre-existing diseases. The spread of MERS-CoV among humans has often been associated with outbreaks in hospitals, with around 20 % of all cases to date involving healthcare workers .', 'Title: MERS coronavirus: diagnostics, epidemiology and transmission\nPassage: but close and lengthy exposure appears to be a requirement. The KSA is the focal point of MERS, with the majority of human cases. In humans, MERS is mostly known as a lower respiratory tract disease involving fever, cough, breathing difficulties and pneumonia that may progress to acute respiratory distress syndrome, multiorgan failure and death in 20 % to 40 % of those infected. However, MERS-CoV has also been detected in mild and influenza-like illnesses and in those with no signs or symptoms. Older males most obviously suffer severe disease and MERS patients often have comorbidities. Compared to severe acute']"
Which bacteial delivery vectors have gained favor for vaccines?,"Based on the provided passages, it appears that several viral vectors have gained favor for vaccine development, including poxviruses (such as NYVAC and MVA), adenoviruses, and adeno-associated viruses (AAVs). These vectors are attractive due to their large DNA-packing capacity, thermal and genetic stability, and ability to induce strong immune responses. Additionally, inovirus-associated vectors (IAVs) are also being explored for their potential in vaccine development, particularly for HIV-1 vaccines.","The bacterial delivery vectors that have gained favor for vaccines include Listeria monocytogenes, Shigella spp. and Yersinia enterolica for pathogenic bacteria and non-pathogenic bacteria such as lactic acid bacteria (LAB).","['Title: Pre-existing immunity against vaccine vectors – friend or foe?\nPassage: was the first to be licensed for use in humans, where the cDNAs encoding the envelope proteins of YFV were replaced with the corresponding genes of an attenuated Japanese encephalitis virus strain, SA14-14-2 . Poxviruses are also studied extensively as candidate vectors for human use, among which attenuated derivatives of vaccinia virus and New York attenuated vaccinia virus NYVAC strains] are the most promising vectors . They are ideal candidate vectors due to their large DNA-packing capacity and their thermal and genetic stability . The NYVAC vector has been shown to induce CD4 + T cell-dominant responses, and MVA induces', 'Title: Virus-Vectored Influenza Virus Vaccines\nPassage: Adenovirus vectors are attractive as vaccine vectors because their genome is very stable and there are a variety of recombinant systems available which can accommodate up to 10 kb of recombinant genetic material . Adenovirus is a non-enveloped virus which is relatively stable and can be formulated for long-term storage at 4 °C, or even storage up to six months at room temperature . Adenovirus vaccines can be grown to high titers, exceeding 10 1° plaque forming units per mL when cultured on 293 or PER.C6 cells , and the virus can be purified by simple methods . Adenovirus vaccines', 'Title: Virus-Vectored Influenza Virus Vaccines\nPassage: There are limited studies using AAVs as vaccine vectors for influenza. An AAV expressing an HA antigen was first shown to induce protective in 2001 . Later, a hybrid AAV derived from two non-human primate isolates was used to express influenza NP and protect against PR8 challenge in mice . Most recently, following the 2009 H1N1 influenza virus pandemic, rAAV vectors were generated expressing the HA, NP and matrix 1 proteins of A/Mexico/4603/2009 , and in murine immunization and challenge studies, the rAAV-HA and rAAV-NP were shown to be protective; however, mice vaccinated with rAAV-HA + NP + M1 had', 'Title: Virus-Vectored Influenza Virus Vaccines\nPassage: . Intriguingly, NYVAC may have an advantage for use as an influenza vaccine vector, because immunization with this vector induces weaker vaccine-specific immune responses compared to other poxvirus vaccines, a feature that may address the concerns surrounding preexisting immunity .', 'Title: Architectural Insight into Inovirus-Associated Vectors (IAVs) and Development of IAV-Based Vaccines Inducing Humoral and Cellular Responses: Implications in HIV-1 Vaccines\nPassage: Abstract: Inovirus-associated vectors are engineered, non-lytic, filamentous bacteriophages that are assembled primarily from thousands of copies of the major coat protein gp8 and just five copies of each of the four minor coat proteins gp3, gp6, gp7 and gp9. Inovirus display studies have shown that the architecture of inoviruses makes all coat proteins of the inoviral particle accessible to the outside. This particular feature of IAVs allows foreign antigenic peptides to be displayed on the outer surface of the virion fused to its coat proteins and for more than two decades has been exploited in many applications including antibody or']"
What  is the FPA optimization algorithm inspired by?,The FPA (Flower Pollination Algorithm) is an optimization algorithm inspired by the flower pollination process of flowering plants.,The FPA optimization algorithm is inspired by the flow pollination process of flowering plants.,"['Title: Optimization Method for Forecasting Confirmed Cases of COVID-19 in China\nPassage: In the current study, we propose an improved ANFIS model based on a modified flower pollination algorithm using the salp swarm algorithm . The FPA is an optimization algorithm proposed by Yang , which was inspired by the flow pollination process of the flowering plants. The FPA was employed in various optimization applications, for example to estimate solar PV parameter , solving sudoku puzzles , feature selection , antenna design , and other applications . Moreover, SSA is also an optimization algorithm proposed by Mirjalili et al. inspired by the behavior of salp chains. In recent years, the SSA was', 'Title: Optimization Method for Forecasting Confirmed Cases of COVID-19 in China\nPassage: to the ANFIS parameters to enhance time series forecasting because these parameters have a significant effect on the performance of ANFIS. The SI methods include the particle swarm optimization , social-spider optimization , sine-cosine algorithm , and multi-verse optimizer . For example, in SCA algorithm was applied to improve the ANFIS model to forecast oil consumption in three countries, namely, Canada, Germany, and Japan. In the same context, in , The MVO algorithm was used to enhance the ANFIS model to forecast oil consumption in two countries. In addition, in the PSO was used with ANFIS to predict biochar yield.', ""Title: Optimization Method for Forecasting Confirmed Cases of COVID-19 in China\nPassage: SSA is an optimization technique introduced by . It simulates the Salps' behavior in nature. This behavior is called salp chain. The mathematical model of SSA begins by splinting its population into a leader group and followers group. The leader is the front salp, whereas, the followers are the other salps. The search space is determined in n-dimensions with n variables. Equation works to update the salps' positions."", 'Title: Advantages and Limitations of Anticipating Laboratory Test Results from Regression- and Tree-Based Rules Derived from Electronic Health-Record Data\nPassage: further divided in a recursive manner until the subgroups reach a minimum size or until no further improvement can be made. The resulting tree may overfit the training data. To avoid this, crossvalidation was used in the second stage by pruning the tree. We fixed the maximum depth of the tree, i.e., the maximum number of branchings from stem to leaf, to be 20. The final models were tested on the test data and performance statistics are found. We repeated modelbuilding 10 times for each test and summarized the statistics.', 'Title: Beyond phage display: non-traditional applications of the filamentous bacteriophage as a vaccine carrier, therapeutic biologic, and bioconjugation scaffold\nPassage: Because of their large population sizes, short generation times, small genome sizes and ease of manipulation, various filamentous and non-filamentous bacteriophages have been used as models of experimental evolution . The filamentous phage has additional practical uses in protein engineering and directed protein evolution, due to its unique tolerance of genetic modifications that allow biomolecules to be displayed on the virion surface. First and foremost among these applications is in vitro affinity maturation of antibody fragments displayed on pIII. Libraries of variant Fabs and single chain antibodies can be generated via random or sitedirected mutagenesis and selected on the basis']"
Why is it likely that MA15 is highly attenuated to  replicate in human cells?,"According to the passage, it is likely that MA15 is highly attenuated to replicate in human cells or patients due to the mouse adaptation. This is because the mouse-adapted SARS virus was generated by serial passage of an infectious wildtype SARS CoV clone in the respiratory tract of BALB/c mice, resulting in six coding genetic mutations associated with mouse adaptation. These mutations may have altered the virus's ability to replicate in human cells or patients.","The basis for the host-restriction of MVA, which is important to fully understand its attenuation, remains unknown. The large number of deletions, truncations, and mutations that occurred during the long passage history of MVA in CEF severely complicates efforts to determine those changes important for its host-range defect. Additionally, the MVA genome revealed six major deletions compared to the parent virus, and the consequent inability to efficiently produce infectious virus in most mammalian cells, suggesting that MA15 is highly attenuated to replicate in human cells.","['Title: Molecular and phylogenetic analysis of matrix gene of avian influenza viruses isolated from wild birds and live bird markets in the USA\nPassage: al. 17 and Furuse et al. 26 Since M1 protein plays an important role in virus assembly and budding, any change in M1 can have deleterious effect on virus survival, whereas M2 protein is integral membrane protein forming pH-gated channels in the viral lipid membrane. 23 More sites in the M2 protein under positive selection are located in the extracellular domain, which is recognized by the host immune response system. Thus, to evade host immune response, M2 protein is more susceptible to mutations. 26, 39, 40 Also, higher rate of amino acid variations in M1 and M2 proteins was observed', 'Title: Variation in RNA Virus Mutation Rates across Host Cells\nPassage: genetic andmetabolic alterations in addition to p53 inactivation. To check the potential effects of these changes, we performed fluctuation tests in CT26 cells from an undifferentiated grade IV colon adenocarcinoma of a BALB/c mouse , but we found no significant differences with primary MEFs . Of note, BHK-21 are also tumor-forming cells, and the mutation rate was similar to the rate observed in MEFs or CT26 cells . This homogeneity in the VSV mutation rate was not an obvious a priori, because metabolic and mitotic activity should alter the availability of NTPs and hence could impact RNA replication fidelity, although', 'Title: No credible evidence supporting claims of the laboratory engineering of SARS-CoV-2\nPassage: The mouse-adapted SARS virus was generated by serial passage of an infectious wildtype SARS CoV clone in the respiratory tract of BALB/c mice. After 15 passages in mice, the SARS-CoV gained elevated replication and lung pathogenesis in aged mice , due to six coding genetic mutations associated with mouse adaptation. It is likely that MA15 is highly attenuated to replicate in human cells or patients due to the mouse adaptation.', 'Title: Host resilience to emerging coronaviruses\nPassage: Both viral infections elicit a very strong inflammatory response, and are also able to circumvent the immune response. There appears to be several ways that these viruses evade and otherwise redirect the immune response . The pathways that lead to the induction of the antiviral type I interferon response are common targets of many viruses, and coronaviruses are no exception. SARS-CoV and MERS-CoV are contained in double membrane vesicles , that prevents sensing of its genome . As with most coronaviruses several viral proteins suppress the type I IFN response, and other aspects of innate antiviral immunity . These alterations', 'Title: No credible evidence supporting claims of the laboratory engineering of SARS-CoV-2\nPassage: The mouse-adapted SARS virus was generated by serial passage of an infectious wildtype SARS CoV clone in the respiratory tract of BALB/c mice. After 15 passages in mice, the SARS-CoV gained elevated replication and lung pathogenesis in aged mice , due to six coding genetic mutations associated with mouse adaptation. It is likely that MA15 is highly attenuated to replicate in human cells or patients due to the mouse adaptation.']"
